,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
643,800-1200,1,0.5-1.0,0,0.0-5.0,0,40-60,0.6-0.8,120-160,3,0.0-5.0,1000-1500,1200-1600,2000-3000,5-8,0.0-5.0,0.0-5.0,0,0,1,2
644,1600-2000,0,1.5-2.0,0,0.0-5.0,1,0-20,0-0.2,160-200,5,5.0-10.0,0-500,1600-2000,0-1000,5-8,0.0-5.0,10.0-15.0,1,0,0,0
645,1600-2000,1,1.0-1.5,1,5.0-10.0,0,0-20,0.4-0.6,160-200,8,5.0-10.0,500-1000,400-800,2000-3000,5-8,0.0-5.0,15.0-20.0,0,0,1,2
646,400-800,1,0.5-1.0,1,0.0-5.0,1,40-60,0.6-0.8,120-160,5,5.0-10.0,500-1000,800-1200,0-1000,11-14,0.0-5.0,0.0-5.0,1,1,0,0
647,1600-2000,1,2.5-3.0,1,10.0-15.0,1,20-40,0.8-1.0,160-200,1,10.0-15.0,0-500,400-800,1000-2000,11-14,5.0-10.0,15.0-20.0,1,1,1,1
648,800-1200,1,0.5-1.0,1,0.0-5.0,0,40-60,0.4-0.6,120-160,4,15.0-20.0,0-500,400-800,3000-4000,5-8,0.0-5.0,15.0-20.0,1,1,0,3
649,400-800,1,1.5-2.0,1,0.0-5.0,0,20-40,0-0.2,120-160,1,0.0-5.0,1500-2000,1200-1600,1000-2000,11-14,5.0-10.0,15.0-20.0,0,1,1,1
650,1200-1600,1,2.5-3.0,0,5.0-10.0,0,60-80,0.6-0.8,120-160,7,15.0-20.0,0-500,400-800,3000-4000,5-8,0.0-5.0,10.0-15.0,0,0,0,2
651,1600-2000,1,2.0-2.5,0,5.0-10.0,1,0-20,0.2-0.4,80-120,8,10.0-15.0,1000-1500,1200-1600,2000-3000,5-8,0.0-5.0,10.0-15.0,1,1,0,2
652,1200-1600,1,1.5-2.0,1,0.0-5.0,0,20-40,0-0.2,160-200,7,15.0-20.0,0-500,1200-1600,0-1000,14-17,0.0-5.0,10.0-15.0,1,0,1,0
653,400-800,0,1.5-2.0,1,5.0-10.0,0,20-40,0-0.2,160-200,7,15.0-20.0,0-500,1200-1600,2000-3000,11-14,0.0-5.0,5.0-10.0,1,1,0,1
654,400-800,1,0.5-1.0,1,5.0-10.0,1,40-60,0.2-0.4,80-120,3,10.0-15.0,0-500,1200-1600,1000-2000,14-17,5.0-10.0,5.0-10.0,1,1,1,0
655,1600-2000,0,1.0-1.5,1,0.0-5.0,1,0-20,0.4-0.6,120-160,8,5.0-10.0,0-500,1200-1600,3000-4000,5-8,0.0-5.0,15.0-20.0,1,0,1,3
656,1200-1600,1,2.0-2.5,1,10.0-15.0,0,0-20,0.6-0.8,120-160,7,15.0-20.0,500-1000,1600-2000,1000-2000,14-17,10.0-15.0,0.0-5.0,1,0,1,2
657,1600-2000,0,1.0-1.5,1,0.0-5.0,1,40-60,0.8-1.0,120-160,4,15.0-20.0,0-500,400-800,1000-2000,14-17,10.0-15.0,5.0-10.0,1,1,0,1
658,1600-2000,1,1.0-1.5,0,10.0-15.0,1,40-60,0-0.2,160-200,6,15.0-20.0,0-500,800-1200,3000-4000,14-17,10.0-15.0,15.0-20.0,1,1,0,3
659,800-1200,1,0.5-1.0,0,5.0-10.0,1,40-60,0-0.2,80-120,4,5.0-10.0,1000-1500,1600-2000,2000-3000,8-11,0.0-5.0,0.0-5.0,1,0,1,2
660,400-800,0,1.5-2.0,0,0.0-5.0,0,20-40,0.2-0.4,160-200,3,0.0-5.0,0-500,1600-2000,0-1000,14-17,5.0-10.0,5.0-10.0,1,0,0,0
661,1600-2000,0,2.5-3.0,0,0.0-5.0,1,20-40,0.4-0.6,160-200,8,0.0-5.0,1000-1500,1600-2000,0-1000,14-17,5.0-10.0,0.0-5.0,1,1,1,0
662,1600-2000,0,0.5-1.0,1,5.0-10.0,1,40-60,0.6-0.8,160-200,3,5.0-10.0,1500-2000,1600-2000,0-1000,14-17,10.0-15.0,10.0-15.0,1,1,1,1
663,1600-2000,1,1.0-1.5,0,5.0-10.0,1,60-80,0.8-1.0,80-120,7,10.0-15.0,1500-2000,1600-2000,1000-2000,11-14,5.0-10.0,15.0-20.0,1,1,0,2
664,800-1200,1,0.5-1.0,0,0.0-5.0,1,20-40,0.6-0.8,120-160,4,0.0-5.0,500-1000,400-800,1000-2000,11-14,5.0-10.0,0.0-5.0,1,1,1,0
665,1600-2000,1,0.5-1.0,1,0.0-5.0,1,20-40,0.4-0.6,120-160,4,0.0-5.0,500-1000,800-1200,0-1000,17-20,0.0-5.0,0.0-5.0,1,1,1,0
666,800-1200,1,2.0-2.5,1,0.0-5.0,0,40-60,0.4-0.6,160-200,8,10.0-15.0,1000-1500,1600-2000,0-1000,5-8,0.0-5.0,0.0-5.0,0,0,0,0
667,400-800,0,0.5-1.0,0,0.0-5.0,0,40-60,0.6-0.8,160-200,3,5.0-10.0,500-1000,1200-1600,3000-4000,11-14,5.0-10.0,5.0-10.0,1,0,0,2
668,1600-2000,0,1.5-2.0,1,0.0-5.0,0,0-20,0.6-0.8,120-160,6,5.0-10.0,0-500,1200-1600,3000-4000,14-17,5.0-10.0,10.0-15.0,1,0,0,3
669,400-800,0,0.5-1.0,0,0.0-5.0,1,0-20,0-0.2,160-200,4,0.0-5.0,500-1000,1600-2000,1000-2000,14-17,0.0-5.0,15.0-20.0,1,0,0,1
670,400-800,0,1.5-2.0,1,10.0-15.0,0,20-40,0.4-0.6,80-120,4,15.0-20.0,1000-1500,1200-1600,2000-3000,5-8,0.0-5.0,5.0-10.0,1,1,0,2
671,800-1200,0,0.5-1.0,1,0.0-5.0,1,60-80,0.6-0.8,80-120,7,10.0-15.0,0-500,800-1200,2000-3000,14-17,0.0-5.0,5.0-10.0,1,1,0,1
672,1600-2000,1,1.5-2.0,1,0.0-5.0,0,20-40,0-0.2,160-200,7,0.0-5.0,500-1000,1600-2000,0-1000,11-14,5.0-10.0,10.0-15.0,0,1,0,0
673,400-800,1,0.5-1.0,0,5.0-10.0,0,20-40,0.6-0.8,120-160,5,5.0-10.0,0-500,800-1200,1000-2000,11-14,10.0-15.0,15.0-20.0,0,1,0,0
674,800-1200,0,2.5-3.0,1,0.0-5.0,1,40-60,0.2-0.4,160-200,3,0.0-5.0,0-500,1200-1600,0-1000,14-17,0.0-5.0,5.0-10.0,1,0,0,0
675,400-800,0,2.0-2.5,1,5.0-10.0,1,20-40,0-0.2,120-160,1,10.0-15.0,0-500,800-1200,3000-4000,17-20,0.0-5.0,0.0-5.0,1,0,0,2
676,800-1200,0,0.5-1.0,0,0.0-5.0,1,60-80,0.8-1.0,80-120,2,5.0-10.0,1500-2000,1600-2000,3000-4000,14-17,10.0-15.0,10.0-15.0,1,0,0,3
677,1200-1600,0,0.5-1.0,0,0.0-5.0,1,0-20,0.8-1.0,80-120,6,5.0-10.0,0-500,400-800,2000-3000,11-14,0.0-5.0,5.0-10.0,1,1,0,2
678,1600-2000,0,1.5-2.0,1,5.0-10.0,0,0-20,0.4-0.6,160-200,6,15.0-20.0,1000-1500,1200-1600,3000-4000,14-17,10.0-15.0,10.0-15.0,1,1,1,3
679,400-800,0,2.0-2.5,0,5.0-10.0,0,40-60,0.8-1.0,120-160,5,10.0-15.0,0-500,400-800,1000-2000,5-8,0.0-5.0,10.0-15.0,1,0,1,0
680,400-800,1,2.5-3.0,0,0.0-5.0,1,0-20,0.8-1.0,80-120,7,0.0-5.0,1000-1500,1600-2000,3000-4000,11-14,10.0-15.0,15.0-20.0,1,0,0,3
681,1600-2000,1,0.5-1.0,0,0.0-5.0,1,20-40,0.2-0.4,80-120,7,5.0-10.0,0-500,400-800,2000-3000,14-17,0.0-5.0,0.0-5.0,1,1,0,2
682,800-1200,1,0.5-1.0,1,10.0-15.0,1,40-60,0.8-1.0,80-120,1,10.0-15.0,500-1000,800-1200,2000-3000,8-11,0.0-5.0,10.0-15.0,1,0,0,1
683,1600-2000,0,2.0-2.5,1,0.0-5.0,0,20-40,0.8-1.0,120-160,7,0.0-5.0,500-1000,800-1200,2000-3000,11-14,5.0-10.0,15.0-20.0,1,0,1,2
684,400-800,0,0.5-1.0,0,10.0-15.0,1,20-40,0-0.2,80-120,3,15.0-20.0,500-1000,800-1200,2000-3000,5-8,5.0-10.0,0.0-5.0,1,0,1,1
685,1200-1600,0,0.5-1.0,0,0.0-5.0,0,20-40,0.6-0.8,120-160,7,5.0-10.0,500-1000,1200-1600,0-1000,5-8,5.0-10.0,15.0-20.0,0,1,1,0
686,1200-1600,0,2.5-3.0,0,5.0-10.0,1,40-60,0-0.2,120-160,5,10.0-15.0,500-1000,800-1200,2000-3000,5-8,0.0-5.0,10.0-15.0,1,1,1,2
687,400-800,0,0.5-1.0,1,0.0-5.0,0,0-20,0.8-1.0,120-160,2,0.0-5.0,500-1000,800-1200,1000-2000,17-20,0.0-5.0,5.0-10.0,0,0,1,0
688,1200-1600,0,2.5-3.0,1,5.0-10.0,1,40-60,0-0.2,120-160,4,10.0-15.0,0-500,400-800,0-1000,8-11,0.0-5.0,0.0-5.0,1,1,1,0
689,400-800,1,0.5-1.0,0,0.0-5.0,1,40-60,0.8-1.0,120-160,6,5.0-10.0,1000-1500,1200-1600,1000-2000,14-17,10.0-15.0,15.0-20.0,1,1,1,1
690,1200-1600,0,2.5-3.0,0,0.0-5.0,1,20-40,0-0.2,160-200,5,0.0-5.0,0-500,1200-1600,3000-4000,11-14,5.0-10.0,5.0-10.0,1,0,1,3
691,1200-1600,0,2.5-3.0,0,5.0-10.0,0,40-60,0-0.2,80-120,4,10.0-15.0,1000-1500,1600-2000,0-1000,11-14,0.0-5.0,10.0-15.0,0,1,0,0
692,400-800,0,1.0-1.5,0,0.0-5.0,0,20-40,0.2-0.4,160-200,5,5.0-10.0,0-500,1600-2000,3000-4000,11-14,5.0-10.0,0.0-5.0,0,0,1,3
693,800-1200,1,1.0-1.5,0,0.0-5.0,1,20-40,0.6-0.8,160-200,8,0.0-5.0,0-500,400-800,2000-3000,14-17,5.0-10.0,15.0-20.0,1,0,0,1
694,1200-1600,0,1.0-1.5,0,0.0-5.0,0,20-40,0.2-0.4,80-120,1,10.0-15.0,500-1000,800-1200,1000-2000,11-14,10.0-15.0,15.0-20.0,0,0,1,1
695,400-800,1,1.5-2.0,1,5.0-10.0,1,40-60,0.2-0.4,80-120,3,10.0-15.0,0-500,1200-1600,2000-3000,8-11,5.0-10.0,5.0-10.0,1,0,1,1
696,1200-1600,0,1.0-1.5,0,0.0-5.0,0,40-60,0.2-0.4,80-120,5,5.0-10.0,0-500,400-800,3000-4000,8-11,0.0-5.0,5.0-10.0,1,0,1,3
697,1200-1600,0,0.5-1.0,1,0.0-5.0,0,20-40,0.4-0.6,80-120,6,5.0-10.0,500-1000,1600-2000,2000-3000,8-11,0.0-5.0,15.0-20.0,1,0,0,2
698,1600-2000,1,0.5-1.0,1,0.0-5.0,0,0-20,0.6-0.8,80-120,5,5.0-10.0,0-500,800-1200,2000-3000,11-14,5.0-10.0,5.0-10.0,0,1,0,2
699,1600-2000,1,2.5-3.0,1,0.0-5.0,1,0-20,0.8-1.0,160-200,3,5.0-10.0,1000-1500,1200-1600,0-1000,5-8,0.0-5.0,0.0-5.0,1,1,1,0
700,400-800,1,2.0-2.5,1,5.0-10.0,1,0-20,0-0.2,160-200,3,10.0-15.0,1000-1500,1200-1600,0-1000,8-11,0.0-5.0,0.0-5.0,1,1,0,0
701,1600-2000,1,1.0-1.5,0,0.0-5.0,0,60-80,0.6-0.8,120-160,1,0.0-5.0,500-1000,800-1200,3000-4000,5-8,0.0-5.0,0.0-5.0,0,1,0,3
702,400-800,0,1.0-1.5,0,0.0-5.0,1,40-60,0.6-0.8,80-120,1,0.0-5.0,0-500,800-1200,0-1000,8-11,5.0-10.0,15.0-20.0,1,1,0,0
703,1200-1600,0,0.5-1.0,1,0.0-5.0,1,20-40,0-0.2,160-200,5,10.0-15.0,1000-1500,1200-1600,3000-4000,17-20,15.0-20.0,0.0-5.0,1,0,0,3
704,1200-1600,0,2.0-2.5,1,0.0-5.0,0,0-20,0.4-0.6,120-160,7,0.0-5.0,1000-1500,1600-2000,3000-4000,5-8,0.0-5.0,10.0-15.0,0,0,1,3
705,1200-1600,0,2.5-3.0,0,0.0-5.0,0,20-40,0.6-0.8,80-120,7,5.0-10.0,1000-1500,1600-2000,2000-3000,8-11,0.0-5.0,5.0-10.0,1,1,1,2
706,1200-1600,0,1.0-1.5,1,0.0-5.0,0,40-60,0.6-0.8,80-120,5,5.0-10.0,0-500,800-1200,3000-4000,8-11,0.0-5.0,15.0-20.0,1,1,0,3
707,1200-1600,1,2.0-2.5,0,0.0-5.0,1,40-60,0.2-0.4,120-160,6,5.0-10.0,1000-1500,1600-2000,3000-4000,14-17,5.0-10.0,15.0-20.0,1,1,0,3
708,800-1200,1,2.5-3.0,1,0.0-5.0,0,20-40,0.4-0.6,160-200,2,10.0-15.0,1500-2000,1600-2000,3000-4000,17-20,0.0-5.0,5.0-10.0,0,1,1,3
709,1600-2000,1,0.5-1.0,0,5.0-10.0,1,20-40,0.6-0.8,160-200,7,10.0-15.0,500-1000,1200-1600,0-1000,14-17,0.0-5.0,0.0-5.0,1,1,0,0
710,400-800,0,0.5-1.0,1,0.0-5.0,0,20-40,0.4-0.6,160-200,2,0.0-5.0,0-500,1600-2000,3000-4000,5-8,0.0-5.0,0.0-5.0,1,0,1,2
711,1600-2000,1,0.5-1.0,0,0.0-5.0,1,0-20,0.4-0.6,80-120,8,0.0-5.0,0-500,400-800,1000-2000,17-20,5.0-10.0,10.0-15.0,1,0,0,1
712,1600-2000,0,1.5-2.0,1,5.0-10.0,0,20-40,0.2-0.4,120-160,2,5.0-10.0,500-1000,400-800,2000-3000,14-17,10.0-15.0,0.0-5.0,1,0,0,2
713,800-1200,1,1.0-1.5,1,10.0-15.0,1,0-20,0.2-0.4,160-200,7,15.0-20.0,0-500,1600-2000,1000-2000,5-8,0.0-5.0,0.0-5.0,1,1,0,0
714,800-1200,1,1.0-1.5,1,0.0-5.0,1,0-20,0.4-0.6,80-120,2,0.0-5.0,1000-1500,1200-1600,2000-3000,11-14,10.0-15.0,15.0-20.0,1,0,1,3
715,800-1200,0,1.0-1.5,0,0.0-5.0,0,0-20,0.4-0.6,120-160,3,10.0-15.0,500-1000,400-800,2000-3000,8-11,5.0-10.0,15.0-20.0,0,1,0,1
716,800-1200,0,1.5-2.0,1,0.0-5.0,1,0-20,0.6-0.8,120-160,4,10.0-15.0,500-1000,1600-2000,0-1000,8-11,0.0-5.0,15.0-20.0,1,0,1,0
717,1200-1600,0,2.0-2.5,1,0.0-5.0,1,0-20,0-0.2,120-160,3,10.0-15.0,0-500,1600-2000,1000-2000,17-20,10.0-15.0,0.0-5.0,1,1,1,1
718,800-1200,0,0.5-1.0,0,0.0-5.0,0,40-60,0.6-0.8,120-160,5,10.0-15.0,1000-1500,1600-2000,3000-4000,11-14,0.0-5.0,15.0-20.0,1,0,0,3
719,800-1200,0,1.5-2.0,1,0.0-5.0,1,20-40,0.8-1.0,160-200,7,10.0-15.0,0-500,1600-2000,1000-2000,5-8,0.0-5.0,5.0-10.0,1,0,0,1
720,1600-2000,1,2.0-2.5,0,10.0-15.0,1,40-60,0.4-0.6,120-160,2,10.0-15.0,1000-1500,1200-1600,2000-3000,14-17,10.0-15.0,0.0-5.0,1,0,0,3
721,800-1200,0,0.5-1.0,1,0.0-5.0,0,0-20,0-0.2,160-200,4,0.0-5.0,500-1000,1600-2000,3000-4000,14-17,5.0-10.0,10.0-15.0,1,0,1,3
722,800-1200,0,0.5-1.0,0,5.0-10.0,0,60-80,0-0.2,80-120,7,5.0-10.0,1000-1500,1200-1600,1000-2000,14-17,5.0-10.0,10.0-15.0,0,1,1,1
723,1200-1600,0,0.5-1.0,1,0.0-5.0,0,40-60,0-0.2,120-160,8,0.0-5.0,500-1000,400-800,0-1000,11-14,10.0-15.0,5.0-10.0,0,1,1,0
724,400-800,0,0.5-1.0,0,5.0-10.0,0,40-60,0.2-0.4,160-200,3,5.0-10.0,500-1000,800-1200,2000-3000,17-20,5.0-10.0,5.0-10.0,0,0,1,1
725,1600-2000,1,1.5-2.0,1,10.0-15.0,0,40-60,0.2-0.4,160-200,6,15.0-20.0,0-500,1200-1600,1000-2000,8-11,0.0-5.0,10.0-15.0,0,1,0,1
726,400-800,0,1.5-2.0,1,0.0-5.0,1,40-60,0-0.2,120-160,7,0.0-5.0,0-500,400-800,3000-4000,14-17,5.0-10.0,10.0-15.0,1,1,1,2
727,1200-1600,0,0.5-1.0,1,0.0-5.0,0,0-20,0.2-0.4,120-160,3,15.0-20.0,1000-1500,1200-1600,1000-2000,11-14,0.0-5.0,15.0-20.0,1,1,1,1
728,1600-2000,0,1.5-2.0,0,0.0-5.0,0,20-40,0.6-0.8,80-120,3,5.0-10.0,0-500,800-1200,3000-4000,5-8,0.0-5.0,10.0-15.0,0,0,0,3
729,800-1200,1,2.5-3.0,1,5.0-10.0,0,40-60,0.2-0.4,120-160,1,10.0-15.0,500-1000,1200-1600,3000-4000,17-20,10.0-15.0,5.0-10.0,1,0,0,3
730,800-1200,0,0.5-1.0,1,5.0-10.0,1,0-20,0.2-0.4,160-200,6,5.0-10.0,0-500,1200-1600,0-1000,8-11,5.0-10.0,5.0-10.0,1,0,0,0
731,1600-2000,1,2.0-2.5,0,0.0-5.0,0,40-60,0.6-0.8,120-160,1,5.0-10.0,0-500,1200-1600,1000-2000,14-17,10.0-15.0,10.0-15.0,0,1,1,2
732,800-1200,1,0.5-1.0,0,10.0-15.0,1,40-60,0.6-0.8,80-120,7,15.0-20.0,1000-1500,1600-2000,0-1000,14-17,5.0-10.0,10.0-15.0,1,1,0,0
733,400-800,1,1.0-1.5,1,0.0-5.0,1,60-80,0.4-0.6,80-120,7,5.0-10.0,1000-1500,1600-2000,2000-3000,5-8,0.0-5.0,10.0-15.0,1,0,1,3
734,1200-1600,0,0.5-1.0,0,10.0-15.0,0,0-20,0.2-0.4,80-120,7,15.0-20.0,0-500,1600-2000,2000-3000,5-8,0.0-5.0,15.0-20.0,1,1,0,2
735,400-800,1,0.5-1.0,0,0.0-5.0,0,20-40,0.8-1.0,80-120,4,5.0-10.0,0-500,800-1200,0-1000,11-14,0.0-5.0,15.0-20.0,0,1,0,0
736,400-800,0,2.0-2.5,0,0.0-5.0,0,40-60,0.4-0.6,160-200,6,10.0-15.0,500-1000,1200-1600,0-1000,8-11,5.0-10.0,15.0-20.0,0,0,1,0
737,400-800,0,2.0-2.5,0,0.0-5.0,0,40-60,0.4-0.6,160-200,7,0.0-5.0,0-500,800-1200,2000-3000,8-11,0.0-5.0,10.0-15.0,1,1,0,2
738,1600-2000,1,1.5-2.0,1,10.0-15.0,1,20-40,0-0.2,160-200,7,10.0-15.0,500-1000,800-1200,1000-2000,5-8,0.0-5.0,5.0-10.0,1,0,1,1
739,1200-1600,0,0.5-1.0,1,0.0-5.0,1,0-20,0-0.2,120-160,3,5.0-10.0,0-500,1600-2000,2000-3000,11-14,0.0-5.0,10.0-15.0,1,1,1,2
740,800-1200,1,2.5-3.0,1,0.0-5.0,0,20-40,0-0.2,120-160,6,5.0-10.0,500-1000,800-1200,3000-4000,14-17,5.0-10.0,15.0-20.0,0,1,1,3
741,1600-2000,0,1.0-1.5,1,0.0-5.0,0,20-40,0.6-0.8,80-120,2,0.0-5.0,500-1000,1600-2000,2000-3000,14-17,0.0-5.0,15.0-20.0,0,0,0,3
742,1600-2000,0,1.0-1.5,0,0.0-5.0,0,0-20,0-0.2,160-200,6,0.0-5.0,0-500,800-1200,2000-3000,8-11,0.0-5.0,5.0-10.0,1,1,0,2
743,800-1200,1,2.5-3.0,0,0.0-5.0,1,0-20,0.4-0.6,80-120,1,5.0-10.0,500-1000,400-800,2000-3000,5-8,0.0-5.0,0.0-5.0,1,1,0,1
744,1600-2000,1,2.5-3.0,1,5.0-10.0,1,40-60,0.6-0.8,120-160,1,10.0-15.0,500-1000,800-1200,2000-3000,14-17,0.0-5.0,15.0-20.0,1,0,1,2
745,800-1200,0,2.0-2.5,1,15.0-20.0,0,0-20,0.6-0.8,160-200,8,15.0-20.0,0-500,1200-1600,3000-4000,5-8,0.0-5.0,5.0-10.0,1,1,1,2
746,1600-2000,0,2.0-2.5,1,5.0-10.0,1,40-60,0.6-0.8,160-200,1,15.0-20.0,0-500,800-1200,3000-4000,11-14,5.0-10.0,5.0-10.0,1,1,1,3
747,1600-2000,1,0.5-1.0,0,0.0-5.0,1,0-20,0.8-1.0,120-160,2,0.0-5.0,1000-1500,1200-1600,1000-2000,5-8,0.0-5.0,0.0-5.0,1,0,1,1
748,400-800,0,2.0-2.5,0,0.0-5.0,0,0-20,0-0.2,80-120,3,5.0-10.0,500-1000,400-800,2000-3000,14-17,5.0-10.0,10.0-15.0,1,1,0,2
749,800-1200,1,2.0-2.5,1,0.0-5.0,0,40-60,0.6-0.8,120-160,3,5.0-10.0,1000-1500,1600-2000,3000-4000,5-8,0.0-5.0,5.0-10.0,0,0,0,3
750,1200-1600,1,2.5-3.0,1,0.0-5.0,0,40-60,0.2-0.4,120-160,2,0.0-5.0,0-500,400-800,3000-4000,17-20,5.0-10.0,5.0-10.0,1,1,1,3
751,1200-1600,1,1.5-2.0,0,0.0-5.0,0,0-20,0.4-0.6,160-200,2,5.0-10.0,1000-1500,1200-1600,1000-2000,11-14,0.0-5.0,15.0-20.0,1,0,1,1
752,1600-2000,0,2.5-3.0,1,5.0-10.0,0,0-20,0.8-1.0,160-200,6,15.0-20.0,0-500,1200-1600,1000-2000,17-20,10.0-15.0,10.0-15.0,1,0,0,1
753,1600-2000,0,2.0-2.5,0,0.0-5.0,1,40-60,0.2-0.4,120-160,4,5.0-10.0,500-1000,1200-1600,2000-3000,5-8,5.0-10.0,10.0-15.0,1,0,1,2
754,800-1200,0,2.5-3.0,1,5.0-10.0,0,40-60,0.6-0.8,160-200,1,5.0-10.0,1000-1500,1200-1600,1000-2000,11-14,0.0-5.0,15.0-20.0,0,1,1,1
755,800-1200,1,0.5-1.0,1,5.0-10.0,0,60-80,0-0.2,120-160,5,15.0-20.0,500-1000,800-1200,3000-4000,8-11,0.0-5.0,0.0-5.0,0,0,1,2
756,400-800,0,0.5-1.0,0,0.0-5.0,1,0-20,0.2-0.4,120-160,3,0.0-5.0,0-500,1200-1600,0-1000,14-17,5.0-10.0,15.0-20.0,1,1,1,0
757,400-800,1,1.0-1.5,0,0.0-5.0,0,0-20,0-0.2,80-120,6,5.0-10.0,0-500,800-1200,3000-4000,8-11,5.0-10.0,0.0-5.0,0,1,1,2
758,1200-1600,0,2.5-3.0,1,0.0-5.0,1,20-40,0-0.2,160-200,3,0.0-5.0,500-1000,800-1200,0-1000,5-8,0.0-5.0,0.0-5.0,1,1,1,0
759,800-1200,0,1.5-2.0,1,0.0-5.0,1,40-60,0-0.2,120-160,6,15.0-20.0,1000-1500,1600-2000,2000-3000,5-8,0.0-5.0,15.0-20.0,1,1,1,3
760,1200-1600,1,1.5-2.0,1,5.0-10.0,1,20-40,0.2-0.4,160-200,4,15.0-20.0,0-500,800-1200,0-1000,11-14,0.0-5.0,5.0-10.0,1,1,0,0
761,400-800,1,2.5-3.0,0,0.0-5.0,1,40-60,0.6-0.8,120-160,5,0.0-5.0,500-1000,1600-2000,0-1000,8-11,0.0-5.0,5.0-10.0,1,1,1,0
762,800-1200,0,0.5-1.0,0,0.0-5.0,0,40-60,0.4-0.6,120-160,7,0.0-5.0,0-500,1600-2000,0-1000,11-14,5.0-10.0,10.0-15.0,1,0,1,0
763,1600-2000,1,1.5-2.0,0,0.0-5.0,0,0-20,0.6-0.8,120-160,8,0.0-5.0,500-1000,1600-2000,3000-4000,8-11,0.0-5.0,0.0-5.0,1,0,0,3
764,1600-2000,1,2.0-2.5,0,5.0-10.0,1,0-20,0.2-0.4,120-160,5,15.0-20.0,500-1000,800-1200,3000-4000,11-14,10.0-15.0,15.0-20.0,1,0,1,3
765,400-800,0,2.0-2.5,0,0.0-5.0,1,0-20,0-0.2,160-200,7,5.0-10.0,0-500,1200-1600,1000-2000,14-17,5.0-10.0,0.0-5.0,1,1,0,0
766,1600-2000,1,0.5-1.0,1,0.0-5.0,0,0-20,0.4-0.6,80-120,2,0.0-5.0,0-500,1200-1600,2000-3000,14-17,10.0-15.0,15.0-20.0,0,0,1,2
767,1600-2000,0,0.5-1.0,1,0.0-5.0,0,20-40,0.2-0.4,160-200,6,10.0-15.0,500-1000,800-1200,1000-2000,8-11,0.0-5.0,5.0-10.0,1,0,1,2
768,800-1200,1,2.0-2.5,0,0.0-5.0,0,20-40,0-0.2,80-120,6,0.0-5.0,1500-2000,1600-2000,3000-4000,14-17,10.0-15.0,5.0-10.0,1,0,0,3
769,800-1200,0,0.5-1.0,1,5.0-10.0,1,20-40,0.2-0.4,160-200,2,15.0-20.0,0-500,1600-2000,2000-3000,5-8,0.0-5.0,5.0-10.0,1,0,1,1
770,1600-2000,1,1.5-2.0,0,5.0-10.0,1,60-80,0.4-0.6,160-200,8,5.0-10.0,1500-2000,1600-2000,3000-4000,8-11,5.0-10.0,10.0-15.0,1,1,0,3
771,400-800,1,0.5-1.0,0,15.0-20.0,1,20-40,0-0.2,120-160,2,15.0-20.0,0-500,1600-2000,0-1000,17-20,0.0-5.0,5.0-10.0,1,0,0,0
772,400-800,0,0.5-1.0,0,0.0-5.0,1,20-40,0-0.2,120-160,2,0.0-5.0,500-1000,1200-1600,1000-2000,17-20,5.0-10.0,5.0-10.0,1,0,1,1
773,1600-2000,0,1.5-2.0,0,0.0-5.0,1,40-60,0.6-0.8,160-200,1,0.0-5.0,0-500,1600-2000,2000-3000,8-11,5.0-10.0,0.0-5.0,1,1,0,2
774,800-1200,0,2.0-2.5,0,0.0-5.0,0,40-60,0.2-0.4,120-160,7,0.0-5.0,0-500,400-800,0-1000,17-20,0.0-5.0,15.0-20.0,1,0,1,0
775,800-1200,0,1.0-1.5,0,0.0-5.0,1,60-80,0.6-0.8,160-200,3,0.0-5.0,500-1000,800-1200,0-1000,17-20,0.0-5.0,10.0-15.0,1,0,1,0
776,800-1200,0,1.0-1.5,1,0.0-5.0,1,0-20,0.8-1.0,120-160,2,15.0-20.0,0-500,800-1200,1000-2000,11-14,0.0-5.0,15.0-20.0,1,1,1,0
777,1600-2000,0,0.5-1.0,0,5.0-10.0,1,40-60,0.6-0.8,160-200,7,5.0-10.0,0-500,1600-2000,2000-3000,8-11,0.0-5.0,5.0-10.0,1,1,1,3
778,400-800,1,0.5-1.0,1,0.0-5.0,1,0-20,0.2-0.4,120-160,1,0.0-5.0,1500-2000,1600-2000,2000-3000,5-8,0.0-5.0,10.0-15.0,1,1,1,2
779,800-1200,1,2.0-2.5,1,0.0-5.0,1,0-20,0-0.2,80-120,8,0.0-5.0,0-500,800-1200,1000-2000,8-11,0.0-5.0,10.0-15.0,1,0,0,0
780,800-1200,0,2.0-2.5,0,10.0-15.0,1,0-20,0.4-0.6,120-160,5,15.0-20.0,0-500,800-1200,2000-3000,17-20,0.0-5.0,0.0-5.0,1,0,0,2
781,1200-1600,0,2.5-3.0,1,5.0-10.0,0,40-60,0-0.2,80-120,7,15.0-20.0,500-1000,800-1200,2000-3000,11-14,5.0-10.0,0.0-5.0,0,1,1,2
782,1200-1600,0,2.0-2.5,0,5.0-10.0,1,40-60,0-0.2,160-200,2,15.0-20.0,500-1000,400-800,2000-3000,17-20,5.0-10.0,5.0-10.0,1,0,0,1
